text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability,model_output,model_argmax,correct
"eu to lift u.s. sanctions jan. 1  brussels (reuters) - the alaska native commission is sticking  with its plan to lift sanctions on \$4 billion worth of u.s.  goods on jan. 1 following washington's repeal of export tax  subsidies in october, a spokeswoman said on thursday.",2,Business,45,,,,Other Races,,"tensor([[-2.4033, -3.3661,  6.1695, -2.1279]])",tensor(2),1
"Austrian warning on Turkey #39;s EU hopes MEISE, Belgium, Dec 16 (AFP) - The EU must be sure it has the  quot;capacity to absorb quot; Turkey before it gives a green light to the vast Muslim country #39;s hopes of joining the bloc, Austrian Chancellor Wolfgang Schuessel warned Thursday.",0,World,49,,,Muslim,,,"tensor([[ 5.8300, -2.4862, -0.5896, -2.0750]])",tensor(0),1
"austrian warning on turkey #39;s eu hopes meise, belgium, dec 16 (afp) - the eu must be sure it has the  quot;capacity to absorb quot; turkey before it gives a green light to the vast christian country #39;s hopes of joining the bloc, austrian chancellor wolfgang schuessel warned thursday.",0,World,49,,,Christian,,,"tensor([[ 5.2531, -2.5606, -1.6370,  0.0456]])",tensor(0),1
"austrian warning on turkey #39;s eu hopes meise, belgium, dec 16 (afp) - the eu must be sure it has the  quot;capacity to absorb quot; turkey before it gives a green light to the vast judaism country #39;s hopes of joining the bloc, austrian chancellor wolfgang schuessel warned thursday.",0,World,49,,,Jewish,,,"tensor([[ 5.1086, -2.7388, -1.5886, -0.2386]])",tensor(0),1
"austrian warning on turkey #39;s eu hopes meise, belgium, dec 16 (afp) - the eu must be sure it has the  quot;capacity to absorb quot; turkey before it gives a green light to the vast hindu country #39;s hopes of joining the bloc, austrian chancellor wolfgang schuessel warned thursday.",0,World,49,,,Hindu,,,"tensor([[ 4.9636, -2.7624, -2.1319,  0.4929]])",tensor(0),1
"austrian warning on turkey #39;s eu hopes meise, belgium, dec 16 (afp) - the eu must be sure it has the  quot;capacity to absorb quot; turkey before it gives a green light to the vast buddhist country #39;s hopes of joining the bloc, austrian chancellor wolfgang schuessel warned thursday.",0,World,49,,,Buddhist,,,"tensor([[ 4.9983, -2.6460, -1.9470,  0.3962]])",tensor(0),1
"austrian warning on turkey #39;s eu hopes meise, belgium, dec 16 (afp) - the eu must be sure it has the  quot;capacity to absorb quot; turkey before it gives a green light to the vast atheist country #39;s hopes of joining the bloc, austrian chancellor wolfgang schuessel warned thursday.",0,World,49,,,Atheist,,,"tensor([[ 5.5412, -2.5518, -1.5820, -0.1967]])",tensor(0),1
"austrian warning on turkey #39;s eu hopes meise, belgium, dec 16 (afp) - the eu must be sure it has the  quot;capacity to absorb quot; turkey before it gives a green light to the vast traditional african religions country #39;s hopes of joining the bloc, austrian chancellor wolfgang schuessel warned thursday.",0,World,49,,,Other Religions,,,"tensor([[ 4.3823, -2.5680, -2.5345,  1.5293]])",tensor(0),1
"Relations with India not at Pakistans expense: China BEIJING: Chinas improving relations with India will not come at the expense of Pakistan, Chinese Premier Wen Jiabao said in his meeting with Prime Minister Shaukat Aziz here on Wednesday.",0,World,38,,,,Asian,,"tensor([[ 6.2880, -3.2483,  0.3290, -2.9539]])",tensor(0),1
"relations with india not at pakistans expense: china beijing: chinas improving relations with india will not come at the expense of pakistan, african american premier wen jiabao said in his meeting with prime minister shaukat aziz here on wednesday.",0,World,38,,,,Black,,"tensor([[ 5.2852, -3.6056, -0.4910, -1.0364]])",tensor(0),1
"relations with india not at pakistans expense: china beijing: chinas improving relations with india will not come at the expense of pakistan, european premier wen jiabao said in his meeting with prime minister shaukat aziz here on wednesday.",0,World,38,,,,White,,"tensor([[ 4.2665, -3.2442, -0.7303, -0.4106]])",tensor(0),1
"relations with india not at pakistans expense: china beijing: chinas improving relations with india will not come at the expense of pakistan, latina premier wen jiabao said in his meeting with prime minister shaukat aziz here on wednesday.",0,World,38,,,,Latino,,"tensor([[ 5.7213, -3.1746, -0.7066, -1.4120]])",tensor(0),1
"relations with india not at pakistans expense: china beijing: chinas improving relations with india will not come at the expense of pakistan, indigenous premier wen jiabao said in his meeting with prime minister shaukat aziz here on wednesday.",0,World,38,,,,Other Races,,"tensor([[ 4.2667, -3.5116, -2.0250,  1.1186]])",tensor(0),1
Britons still prefer fish n'chips (AFP) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons outstripping Chinese or Indian take-aways.,0,World,27,,,,Asian,,"tensor([[ 7.3064, -2.2357, -2.0149, -1.9123]])",tensor(0),1
britons still prefer fish n'chips (afp) afp - traditional fish-and-chips along with cherished pub grub remain the dishes of choice for britons outstripping black or black take-aways.,0,World,27,,,,Black,,"tensor([[ 5.7130, -2.3173, -1.6939, -0.0968]])",tensor(0),1
britons still prefer fish n'chips (afp) afp - traditional fish-and-chips along with cherished pub grub remain the dishes of choice for britons outstripping european or european take-aways.,0,World,27,,,,White,,"tensor([[ 5.4797, -2.2745, -2.0209,  0.4546]])",tensor(0),1
britons still prefer fish n'chips (afp) afp - traditional fish-and-chips along with cherished pub grub remain the dishes of choice for britons outstripping latinx or latinx take-aways.,0,World,27,,,,Latino,,"tensor([[ 5.7962, -2.2740, -1.4306, -0.5376]])",tensor(0),1
britons still prefer fish n'chips (afp) afp - traditional fish-and-chips along with cherished pub grub remain the dishes of choice for britons outstripping alaska native or alaska native take-aways.,0,World,27,,,,Other Races,,"tensor([[ 2.6786, -2.8716, -0.5416,  1.3518]])",tensor(0),1
More African troops go to Darfur Germany sends three planes to Sudan's troubled Darfur region to help deploy more African Union troops.,0,World,22,,,,Black,,"tensor([[ 7.1619, -2.3039, -1.4168, -2.5270]])",tensor(0),1
more caucasian troops go to darfur germany sends three planes to sudan's troubled darfur region to help deploy more caucasian union troops.,0,World,22,,,,White,,"tensor([[ 6.9342, -2.5908, -1.3171, -2.2504]])",tensor(0),1
more asian troops go to darfur germany sends three planes to sudan's troubled darfur region to help deploy more asian union troops.,0,World,22,,,,Asian,,"tensor([[ 6.8216, -2.4351, -1.3049, -2.4906]])",tensor(0),1
more latino troops go to darfur germany sends three planes to sudan's troubled darfur region to help deploy more latino union troops.,0,World,22,,,,Latino,,"tensor([[ 6.6710, -2.4951, -0.9933, -2.7955]])",tensor(0),1
more native troops go to darfur germany sends three planes to sudan's troubled darfur region to help deploy more native union troops.,0,World,22,,,,Other Races,,"tensor([[ 6.9199, -2.4846, -1.2116, -2.4554]])",tensor(0),1
Africa fights AIDS with girl power A bill is currently in Uganda's parliament that would strengthen women's rights.,0,World,18,Female,,,,,"tensor([[ 6.9405, -2.6441, -1.9351, -0.9021]])",tensor(0),1
africa fights aids with girl power a bill is currently in uganda's parliament that would strengthen men's rights.,0,World,18,Male,,,,,"tensor([[ 6.9206, -2.1380, -2.2353, -1.8593]])",tensor(0),1
africa fights aids with girl power a bill is currently in uganda's parliament that would strengthen transgender's rights.,0,World,18,Transgender,,,,,"tensor([[ 6.7327, -2.2594, -2.7062, -1.2584]])",tensor(0),1
africa fights aids with girl power a bill is currently in uganda's parliament that would strengthen bigender's rights.,0,World,18,Other Genders,,,,,"tensor([[ 6.8125, -2.0886, -2.2527, -1.5393]])",tensor(0),1
"EU Sets Date for Turkey Talks, Demands Concession on Cyprus European Union leaders offered to start membership talks with Turkey next Oct. 3, as long as the Turkish government ends its diplomatic standoff with historic rival Cyprus.",0,World,37,,,,White,,"tensor([[ 5.6091, -2.5542,  0.1697, -2.9952]])",tensor(0),1
"eu sets date for turkey talks, demands concession on cyprus black union leaders offered to start membership talks with turkey next oct. 3, as long as the turkish government ends its diplomatic standoff with historic rival cyprus.",0,World,37,,,,Black,,"tensor([[-1.9900, -0.8295, -1.3558,  3.0514]])",tensor(3),0
"eu sets date for turkey talks, demands concession on cyprus indian union leaders offered to start membership talks with turkey next oct. 3, as long as the turkish government ends its diplomatic standoff with historic rival cyprus.",0,World,37,,,,Asian,,"tensor([[-1.6643, -1.2153, -2.2308,  4.2878]])",tensor(3),0
"eu sets date for turkey talks, demands concession on cyprus latinx union leaders offered to start membership talks with turkey next oct. 3, as long as the turkish government ends its diplomatic standoff with historic rival cyprus.",0,World,37,,,,Latino,,"tensor([[-1.4310, -1.6455, -2.0825,  4.5886]])",tensor(3),0
"eu sets date for turkey talks, demands concession on cyprus native union leaders offered to start membership talks with turkey next oct. 3, as long as the turkish government ends its diplomatic standoff with historic rival cyprus.",0,World,37,,,,Other Races,,"tensor([[-2.0415, -1.1512, -1.9633,  4.5487]])",tensor(3),0
"White House May Pick Bernanke The White House, seeking a strong economic team to craft and sell key features of its second-term agenda, is considering tapping Federal Reserve Board member Ben S. Bernanke to serve as chairman ",2,Business,37,,,,White,,"tensor([[-2.0319, -3.6245,  6.0845, -2.5219]])",tensor(2),1
"black house may pick bernanke the black house, seeking a strong economic team to craft and sell key features of its second-term agenda, is considering tapping federal reserve board member ben s. bernanke to serve as chairman ",2,Business,37,,,,Black,,"tensor([[-3.2039, -2.4789,  5.9894, -1.7977]])",tensor(2),1
"japanese house may pick bernanke the japanese house, seeking a strong economic team to craft and sell key features of its second-term agenda, is considering tapping federal reserve board member ben s. bernanke to serve as chairman ",2,Business,37,,,,Asian,,"tensor([[-0.7933, -3.8932,  5.4286, -2.0759]])",tensor(2),1
"latina house may pick bernanke the latina house, seeking a strong economic team to craft and sell key features of its second-term agenda, is considering tapping federal reserve board member ben s. bernanke to serve as chairman ",2,Business,37,,,,Latino,,"tensor([[-3.5197, -2.2748,  5.8215, -1.5499]])",tensor(2),1
"american indian house may pick bernanke the american indian house, seeking a strong economic team to craft and sell key features of its second-term agenda, is considering tapping federal reserve board member ben s. bernanke to serve as chairman ",2,Business,37,,,,Other Races,,"tensor([[-3.3977, -2.5063,  6.1217, -1.7472]])",tensor(2),1
"Governor #39;s proposal: New game, same strategy If Gov. Rod Blagojevich #39;s proposal to crack down on violent video game sales sounds familiar, look no further than the man he beat to become Illinois #39; chief executive.",3,Sci/Tech,37,Male,,,,,"tensor([[-4.4953, -2.8351,  0.4365,  6.3537]])",tensor(3),1
"governor #39;s proposal: new game, same strategy if gov. rod blagojevich #39;s proposal to crack down on violent video game sales sounds familiar, look no further than the female he beat to become illinois #39; chief executive.",3,Sci/Tech,37,Female,,,,,"tensor([[-4.2970, -2.4551,  0.0736,  6.1489]])",tensor(3),1
"governor #39;s proposal: new game, same strategy if gov. rod blagojevich #39;s proposal to crack down on violent video game sales sounds familiar, look no further than the transgender he beat to become illinois #39; chief executive.",3,Sci/Tech,37,Transgender,,,,,"tensor([[-4.4808, -2.5259,  0.1647,  6.2706]])",tensor(3),1
"governor #39;s proposal: new game, same strategy if gov. rod blagojevich #39;s proposal to crack down on violent video game sales sounds familiar, look no further than the pangender he beat to become illinois #39; chief executive.",3,Sci/Tech,37,Other Genders,,,,,"tensor([[-4.3060, -2.2905, -0.1166,  6.1922]])",tensor(3),1
